peak_time,goes_class,goes_letter,duration_min,early_max,early_mean,early_std,rise_30s,rise_60s,rise_3m,deriv_max,deriv_mean,flux_integral,accel_max,target_class
2024-10-16 10:44:38.000663,M7.4,M,33.9,8.503067484662577e-06,7.970430308424316e-06,5.336267099881207e-07,0.17103494623655896,0.26243279569892447,0.3618951612903223,4.748920699840902e-08,7.986721448141132e-09,0.002399099522835719,1.217905021585992e-09,2
2024-10-16 13:14:21.000663,C8.1,C,19.733333333333334,7.568507157464213e-06,3.953633310460248e-06,1.7581755838744074e-06,0.06481790845305721,0.1346475108586703,0.9542265285666556,4.0763462849352455e-08,1.8189213244352485e-08,0.0011900436264485345,1.2497159736423613e-09,1
2024-10-16 14:49:57.000663,C2.1,C,3.3833333333333333,2.05453306066803e-06,1.7644615652890725e-06,2.1974326583096412e-07,0.13130081300813012,0.20284552845528472,0.0699186991869919,1.0539562686801951e-08,-9.502022331245098e-10,0.0005311029311520108,3.271983640081806e-10,1
2024-10-16 16:28:42.000663,C2.4,C,3.4833333333333334,2.38173142467621e-06,1.8534627814125602e-06,3.0129753708600136e-07,0.3285151116951379,0.5168637757336839,0.0845378887428822,2.0131788229947733e-08,1.462652364712454e-10,0.0005578922972051806,5.923978316616352e-10,1
2024-10-16 16:39:17.000663,C3.2,C,4.416666666666667,3.1581458759372872e-06,2.6106434584106144e-06,4.0490133010955586e-07,0.14896415652745834,0.3370601775731669,0.3939493587635649,1.4178595773687813e-08,-4.4914082550815413e-10,0.000785803680981595,1.6814360372642396e-09,1
2024-10-16 18:30:20.000663,C2.7,C,9.583333333333334,2.6550783912747104e-06,2.3394841552924017e-06,1.4558171224017153e-07,0.03985625612544923,0.04900359359686374,0.1140150277687031,6.816632583503744e-09,1.863240931295172e-09,0.0007041847307430129,1.2497159736423134e-09,1
2024-10-16 18:57:23.000663,M3.7,M,30.3,5.218813905930471e-06,3.1565515538978235e-06,8.110098229166329e-07,0.021785823872353473,0.08591592513040808,0.3829395520098188,2.7357418768461707e-08,9.63639302651257e-09,0.0009501220177232448,8.907066575778256e-10,2
2024-10-16 20:06:27.000663,M2.9,M,49.43333333333333,1.123653715064758e-05,8.343796071717316e-06,1.9274874827496126e-06,0.22926212671828086,0.4741665349976299,1.138568494232896,3.876391729152467e-08,2.334501815637128e-08,0.002511482617586912,1.1604505469536003e-09,2
2024-10-16 21:07:39.000663,M1.0,M,3.3,1.0267893660531698e-05,9.88875980315558e-06,4.016601906110201e-07,0.025221634251941388,0.03374338533434112,0.013950931207477126,1.4262492790100184e-08,-3.1783213962294745e-09,0.00297651670074983,1.1451942740286306e-09,2
2024-10-16 22:46:16.000663,C2.3,C,3.033333333333333,2.2808452624403545e-06,2.026446722694404e-06,1.839935647963426e-07,0.1296740994854203,0.1478559176672384,0.0024013722126928973,1.4542149511474564e-08,-6.246264922031112e-10,0.0006099604635310156,3.999091115655533e-10,1
2024-10-16 23:14:50.000663,M1.4,M,19.883333333333333,1.4267211997273347e-05,9.342025106042797e-06,3.024438873181525e-06,1.7159090909090915,3.8592458677685952,2.4891528925619837,2.1108838900249943e-07,1.521309008562134e-08,0.002811949556918882,4.46262213133379e-09,2
2024-10-17 07:52:12.000663,M2.2,M,27.45,2.1199045671438312e-05,1.0617453297008155e-05,5.234853274216741e-06,0.5184135977337111,1.2835694050991502,3.544192634560907,1.2015451033855942e-07,6.224258732219096e-08,0.0031958534423994545,1.990456714383102e-09,2
2024-10-17 10:35:13.000663,M6.7,M,27.033333333333335,5.519495569188821e-05,1.9056498787273503e-05,1.7101569087986348e-05,0.39859363434492984,0.8849000740192452,9.161361954108068,3.602817541467848e-07,1.7462002163368465e-07,0.005736006134969325,3.6446262213133425e-09,2
2024-10-17 13:37:58.000663,C6.0,C,10.833333333333334,6.040218132242673e-06,5.295878088715869e-06,7.160296678804025e-07,0.1597249508840866,0.32750491159135553,0.7216110019646369,2.2631220177232416e-08,6.733746078011188e-09,0.0015940593047034765,3.6128152692569447e-09,1
2024-10-17 16:02:55.000663,C2.9,C,4.7,2.947511929107021e-06,2.6668116050338907e-06,1.7288591308314015e-07,0.04827780914737434,0.0750988142292491,0.18718238283455663,5.9077482390366125e-09,-9.256930792457264e-11,0.0008027102931152012,1.3178822994773893e-09,1
2024-10-17 19:57:11.000663,M1.3,M,25.433333333333334,3.2385821404226315e-06,3.002946325246226e-06,2.177372223521414e-07,0.02993851911253671,0.05800588078053993,0.23229083132852169,9.497841399681889e-09,2.3364967877464266e-09,0.000903886843899114,6.044080890706651e-10,2
2024-10-17 21:17:42.000663,C3.1,C,3.1166666666666667,3.1152010906612136e-06,2.8240017936122943e-06,2.446760109453617e-07,0.032374100719424495,0.07601918465227814,0.010311750599520424,7.225630538513974e-09,-1.6391632817086754e-09,0.0008500245398773006,1.772324471710927e-09,1
2024-10-17 22:01:24.000663,C4.8,C,4.2,4.820722563053851e-06,3.1611012598314638e-06,9.51865965351639e-07,0.4415011037527594,1.0570797855566068,0.3768527278461052,4.971597364235399e-08,-5.391140154593864e-10,0.0009514914792092706,1.2497159736423558e-09,1
2024-10-18 05:49:02.000663,C5.7,C,9.8,5.650306748466258e-06,4.634125738562891e-06,9.966451136297169e-07,0.18052516411378566,0.4283369803063457,1.165754923413567,2.2812997046125907e-08,9.716133270744104e-09,0.0013948718473074302,8.316291751874594e-10,1
2024-10-18 09:05:48.000663,C9.9,C,27.5,5.286980231765509e-06,3.2510513693278714e-06,1.108038333654028e-06,0.14231896190874832,0.2825449979070741,1.197153620761825,1.9222903885480575e-08,1.1943132609023825e-08,0.0009785664621676893,1.2875861546618105e-09,1
2024-10-18 09:40:00.000663,C3.8,C,4.466666666666667,3.751874573960464e-06,3.3024071092269127e-06,3.530437490692043e-07,0.19776210167842379,0.3028460228654829,0.21722208708343488,2.4880708929788777e-08,2.119775060717446e-11,0.0009940245398773007,6.498523062940246e-10,1
2024-10-18 12:45:57.000663,C2.6,C,11.633333333333333,2.6019086571233813e-06,2.3193830154880236e-06,3.2668339029211575e-07,0.24173151750972754,0.46935797665369666,0.8263618677042803,1.3633265167007488e-08,3.675117866694979e-09,0.0006981342876618951,6.044080890706679e-10,1
2024-10-18 15:16:51.000663,C3.2,C,12.283333333333333,3.188820722563054e-06,2.4508398498982034e-06,6.350955880816269e-07,0.10419828022255934,0.24026302478502778,1.2008093070308548,1.4451261077027947e-08,5.305833464244686e-09,0.0007377027948193592,5.862304021813219e-10,1
2024-10-18 15:49:17.000663,M1.1,M,26.166666666666668,9.644171779141106e-06,5.694007930846281e-06,2.193610363418493e-06,0.300159489633174,0.6778309409888359,1.8791068580542265,3.71733696887071e-08,2.4926477787919435e-08,0.0017138963871847308,9.9522835719154e-10,2
2024-10-18 17:59:28.000663,C8.0,C,13.5,8.021131561008862e-06,6.131205456929526e-06,2.0449765155631756e-06,0.4945799457994582,1.5415537488708224,4.003613369467028,8.052715291979093e-08,1.6725177224964492e-08,0.0018454928425357872,1.4905703249261537e-09,1
2024-10-18 19:07:35.000663,C2.1,C,3.1,2.139740967961827e-06,2.0333199718276048e-06,1.09685709533479e-07,0.038576654472896516,0.03924176920518793,0.008979048885932915,1.1133833219722749e-08,-7.807752139424781e-10,0.000612029311520109,4.453533287889128e-10,1
2024-10-18 21:12:48.000663,C3.9,C,15.966666666666667,3.858214042263122e-06,2.8423002624743247e-06,7.881755687590848e-07,0.2866344605475042,0.6097691894793346,1.4916800858829844,1.754146784821632e-08,8.6798856516195e-09,0.0008555323790047717,7.180186321290637e-10,1
2024-10-18 23:05:38.000663,M2.8,M,26.6,2.832174505794138e-05,1.627762038376962e-05,1.043942123668835e-05,0.3848384424192213,1.2046396023198014,13.286661143330571,2.3072029084299028e-07,8.671074644880933e-08,0.004899563735514656,4.2035900931606564e-09,2
2024-10-19 12:25:16.000663,X2.0,X,36.65,4.565098841172461e-06,2.9407315311153237e-06,7.006495767460721e-07,0.0788778877887789,0.16798679867986813,0.350825082508251,2.085889570552149e-08,8.253547233248308e-09,0.0008851601908657124,2.3403771870029057e-09,3
2024-10-19 16:27:30.000663,C6.2,C,3.1,6.182685753237901e-06,5.465510330255658e-06,5.528786622693187e-07,0.10554425228891151,0.14928789420142408,0.01678535096642942,2.2390016255046963e-08,-2.629984768234313e-09,0.001645118609406953,8.691206543967283e-10,1
2024-10-19 20:04:01.000663,M4.4,M,27.183333333333334,4.421540558963872e-05,2.896307695094968e-05,1.3600881181574608e-05,1.6984861227922623,7.552565180824223,25.442388561816657,4.956600772551695e-07,8.51220528595942e-08,0.008717886162235854,8.716200863440134e-09,2
2024-10-20 05:52:40.000663,C6.3,C,6.266666666666667,6.283571915473756e-06,5.8568325984505185e-06,5.215395296037823e-07,0.4122572599323001,0.6146445750935331,0.6294316764653484,5.8395819132015446e-08,5.4871122220252786e-09,0.001762906612133606,1.045216996137199e-09,1
2024-10-20 18:49:47.000663,C4.9,C,9.25,4.912747102931152e-06,4.547432213005048e-06,3.491715226499927e-07,0.0864266966629169,0.15541807274090738,0.3037120359955005,1.6814360372642536e-08,3.904859596519055e-09,0.0013687770961145194,3.9082026812088317e-10,1
2024-10-21 07:35:30.000663,C4.4,C,14.766666666666667,3.868438991138378e-06,3.5933346468372862e-06,1.4076766838630385e-07,0.012099213551119217,0.03791086912684007,0.052631578947368335,9.225176096341698e-09,1.3235273175433198e-09,0.0010815937286980232,1.3633265167008252e-09,1
2024-10-21 13:59:32.000663,C3.6,C,3.4166666666666665,3.6455351056578056e-06,3.4983954869815907e-06,7.355576736349993e-08,0.006885378695828159,0.013770757391656572,0.038679627379505824,5.953192456259921e-09,9.057937907047851e-10,0.0010530170415814588,1.7496023630992448e-09,1
2024-10-22 17:40:40.000663,C8.0,C,5.383333333333334,8.046353101567825e-06,6.790949051899259e-06,8.418544513170037e-07,0.3333776949693904,0.5326058025019964,0.35001330849081713,7.36196319018404e-08,2.2612479352024473e-09,0.002044075664621677,1.317882299477395e-09,1
2024-10-22 20:23:29.000663,C4.7,C,9.483333333333333,4.671438309475119e-06,4.4986830990540505e-06,1.7421862845792338e-07,0.10342998585572828,0.15594059405940577,0.20067185289957565,1.6768916155419087e-08,2.1631950060739097e-09,0.0013541036128152692,1.1133833219722617e-09,1
2024-10-22 22:29:52.000663,C6.1,C,9.8,6.131561008861622e-06,5.446276555992635e-06,6.457099086349252e-07,0.3434281005356407,0.588998763906057,0.7925422332097241,5.06703022040445e-08,7.0226575821132585e-09,0.0016393292433537832,8.634401272438121e-10,1
2024-10-22 22:53:47.000663,C3.8,C,5.616666666666666,3.7205180640763466e-06,3.568067813038565e-06,8.664815926715335e-08,0.019543973941368198,0.03908794788273627,0.08102605863192197,7.498295841854135e-09,1.1161856516367192e-09,0.001073988411724608,1.6587139286525708e-09,1
2024-10-23 05:52:53.000663,C8.6,C,26.7,5.1002044989775056e-06,3.902313805153011e-06,6.745000037989803e-07,0.10903910903910914,0.2196322196322199,0.5918155918155921,1.4633037945921406e-08,8.242872448860567e-09,0.0011745964553510565,1.2042717564189482e-09,1
2024-10-23 16:16:14.000663,C5.6,C,4.566666666666666,5.592365371506476e-06,5.012254086016393e-06,4.2029843180848707e-07,0.0995489690721649,0.21230670103092789,0.22052190721649484,1.9813678709384235e-08,4.979326660335686e-10,0.001508688479890934,1.420131788229982e-09,1
2024-10-23 16:49:34.000663,C6.9,C,7.1,6.905930470347649e-06,6.060844673628238e-06,7.776511905823812e-07,0.24322446143154972,0.45743571924947873,0.7487838776928424,3.6355373778686554e-08,5.420892751391918e-09,0.0018243142467620995,2.3403771870028924e-09,1
2024-10-23 17:42:11.000663,M1.5,M,31.4,6.844580777096114e-06,5.547898733374551e-06,7.983622366226922e-07,0.09949494949494929,0.18939393939393934,0.4375420875420875,1.7814133151556455e-08,9.510007718068271e-09,0.0016699175187457397,9.588729834128648e-10,2
2024-10-23 22:47:47.000663,C7.6,C,12.433333333333334,7.554873892297205e-06,6.25536781507676e-06,9.248099647188332e-07,0.04430379746835445,0.09929676511954998,0.3625879043600562,2.2858441263349214e-08,9.1259906152304e-09,0.0018828657123381048,7.725516927970646e-10,1
2024-10-24 09:23:11.000663,X6.7,X,21.7,0.00023625085207907293,7.68703979237579e-05,7.123360272277539e-05,0.3735562310030392,1.1007598784194526,16.2548632218845,1.4711201999545552e-06,7.438140811272527e-07,0.023137989775051125,1.512837991365606e-08,3
2024-10-24 15:59:20.000663,M2.4,M,4.25,2.3860940695296522e-05,1.9400591529711234e-05,3.1422747104781335e-06,0.2079789300980098,0.41975735071888104,0.23392772332800832,1.2319927289252438e-07,-2.839367901952815e-09,0.005839578050443082,4.408089070665306e-09,2
2024-10-25 06:19:00.000663,C4.9,C,11.883333333333333,4.683708248125426e-06,3.91856728423999e-06,5.447381222609395e-07,0.05640908048612699,0.12405411602843387,0.3762898417794082,1.090661213360598e-08,5.691881567521484e-09,0.0011794887525562372,5.589638718473085e-10,1
2024-10-25 10:50:39.000663,C5.5,C,17.966666666666665,5.520109066121336e-06,5.027574524364367e-06,8.070436533220141e-07,0.6728971962616824,1.1679127725856702,1.5168224299065423,5.262440354464896e-08,1.1895967299235166e-08,0.0015132999318336743,7.089297886843989e-10,1
2024-10-25 12:28:25.000663,C3.6,C,3.7666666666666666,3.6223585548738924e-06,3.047705104774587e-06,3.495705149216148e-07,0.186593296648324,0.3291645822911454,0.06853426713356668,2.6414451261076924e-08,-3.6685216634023485e-10,0.0009173592365371507,7.043853669620751e-10,1
2024-10-25 13:02:56.000663,M2.8,M,14.416666666666666,2.8008861622358558e-05,2.038701714575591e-05,8.067648175223227e-06,1.1176770249617929,3.3219561895058582,9.376209882832399,2.2835719154737563e-07,6.641395258247896e-08,0.006136492160872529,4.099068393546921e-09,2
2024-10-25 16:04:01.000663,C5.2,C,6.233333333333333,5.228357191547376e-06,4.810135268260537e-06,3.165151648644841e-07,0.09588810246039758,0.17104819683181657,0.27906976744186035,1.722335832765279e-08,1.6022904908934446e-09,0.0014478507157464214,1.6132697114292762e-09,1
2024-10-26 07:48:51.000663,C6.6,C,5.916666666666667,6.606680299931834e-06,6.0009103941191265e-06,5.287419174297178e-07,0.18644793152639097,0.316833095577746,0.33908701854493567,3.726425812315385e-08,1.7495005775773256e-09,0.001806274028629857,9.84624706506149e-10,1
2024-10-26 11:01:44.000663,C7.7,C,11.316666666666666,7.142467620995229e-06,6.590227530589921e-06,4.115724460329384e-07,0.010793871866295351,0.03400649953574737,0.17084493964716804,1.090661213360598e-08,4.21819187534042e-09,0.0019836584867075663,1.8177686889343492e-09,1
2024-10-26 11:51:39.000663,X2.8,X,38.083333333333336,4.99107021131561e-05,3.136125661564383e-05,1.1933374243792595e-05,0.18978894254245568,0.45336661060170363,1.8219304432749173,1.6823449216087237e-07,1.2512034852879062e-07,0.009439738241308792,5.135196546239774e-09,3
2024-10-27 08:53:27.000663,M1.6,M,10.9,1.6250170415814586e-05,1.4349428286081163e-05,1.9027681920922515e-06,0.22880451357121082,0.4835315645013724,0.7864440378164076,8.166325835037487e-08,1.7032241959500712e-08,0.00431917791411043,1.2906157691433761e-09,2
2024-10-27 11:00:47.000663,M1.4,M,22.016666666666666,1.2430811179277437e-05,9.856649813359226e-06,1.343705737143742e-06,0.05293961159882968,0.10783009665691244,0.3100115278886231,2.876618950238594e-08,1.5824591187881615e-08,0.002966851593821127,2.79481935923643e-09,2
2024-10-28 05:59:41.000663,C6.8,C,13.283333333333333,6.83503749147921e-06,6.0189642794864654e-06,5.264290061001333e-07,0.17935799625737742,0.36130703900964456,0.2817043328055276,3.2083617359691e-08,3.175076218611168e-09,0.001811708248125426,3.0220404453533123e-09,1
2024-10-28 09:38:11.000663,M3.0,M,33.63333333333333,6.885480572597137e-06,5.894643395000079e-06,6.6223102714749e-07,0.054612005856515385,0.11171303074670583,0.33909224011713046,2.8857077936832726e-08,7.659967216863226e-09,0.0017742876618950239,8.588957055214671e-10,2
2024-10-28 12:30:35.000663,M1.5,M,28.216666666666665,8.393319700068167e-06,6.152518190897418e-06,1.069528811895748e-06,0.0955454116165591,0.17582244608846212,0.45962537383913127,2.7402862985685044e-08,1.3259851678038361e-08,0.0018519079754601227,1.4314928425357768e-09,2
2024-10-28 14:41:48.000663,M1.2,M,20.0,1.1097477845944104e-05,7.2350334150876314e-06,2.3868376214795843e-06,0.02634162303664916,0.10356675392670159,0.9497709424083769,4.349011588275396e-08,2.2849220047309562e-08,0.002177745057941377,1.172460804362644e-09,2
2024-10-28 19:54:18.000663,M1.4,M,32.016666666666666,5.8452624403544645e-06,5.260587860958813e-06,3.3134726384510445e-07,0.020420155722050845,0.06831203173204055,0.1275157925664756,1.1977797253870896e-08,4.0741565574809686e-09,0.0015834369461486027,1.4607069821794e-09,2
2024-10-28 20:13:56.000663,M2.2,M,1.2666666666666666,2.2275391956373553e-05,1.75766712639305e-05,3.0921848695605163e-06,0.10529533643558303,0.06721918413097372,-0.1816854047077204,1.23153828675301e-07,-2.2168474807403726e-08,0.005290578050443081,2.0949784139968274e-09,2
2024-10-28 20:37:32.000663,M1.6,M,2.183333333333333,1.6102249488752556e-05,1.5034844089345446e-05,8.64706732762355e-07,0.024111675126903626,0.029844214948363517,-0.061395063889374955,2.5373021283041686e-08,-6.353798307655646e-09,0.004525488070892979,5.226084980686164e-09,2
2024-10-28 21:57:48.000663,X1.2,X,27.95,4.04423994546694e-05,2.7435512617564263e-05,4.089121286872018e-06,0.12302912107890134,0.1787260767527188,0.3075728026972532,2.6593955919109344e-07,6.165694206329801e-08,0.008258089297886843,7.998182231311033e-09,3
2024-10-29 10:10:49.000663,C4.8,C,4.85,4.800954328561691e-06,4.604610398874916e-06,1.69150039461551e-07,0.05643564356435661,0.1277227722772278,0.15132013201320133,1.4133151556464475e-08,8.266462384577716e-10,0.0013859877300613497,1.0724835264712577e-09,1
2024-10-29 13:32:26.000663,C7.5,C,24.166666666666668,5.943421949556919e-06,4.893121542144227e-06,4.826000921984052e-07,0.029595527786912306,0.0639592239394938,0.2222952975994742,1.563281072483527e-08,5.825714484839398e-09,0.0014728295841854124,1.4769370597590967e-09,1
2024-10-29 15:05:29.000663,C5.6,C,18.716666666666665,5.59918200408998e-06,5.241401644597535e-06,3.037313037475403e-07,0.11079228439343228,0.17981826877092316,0.26111908177905324,2.948193592365396e-08,4.592873579539974e-09,0.0015776618950238581,9.179731879118332e-10,1
2024-10-29 15:25:29.000663,C5.0,C,3.0166666666666666,4.9911383776414455e-06,4.706599451498867e-06,1.342701823567606e-07,0.03277674706246121,0.06400742115027817,0.101886209029066,1.1451942740286304e-08,6.074172804316487e-10,0.0014166864349011588,6.907521017950419e-10,1
2024-10-29 17:33:36.000663,C6.1,C,6.7,6.123381049761418e-06,4.919572794162608e-06,7.442907593690007e-07,0.5206402695871944,0.8500421229991573,0.4441870261162594,6.271301976823438e-08,4.632482664797621e-09,0.0014807914110429449,8.270847534651257e-10,1
2024-10-29 22:02:36.000663,M2.3,M,9.633333333333333,2.2643490115882754e-05,2.0556522566224377e-05,2.15603598143814e-06,0.10549293892279585,0.19713101973537672,0.4372521940571125,7.856169052488104e-08,2.4834794556765163e-08,0.006187513292433538,3.2492615314701332e-09,2
2024-10-30 11:55:55.000663,C4.9,C,13.916666666666666,4.686434901158827e-06,4.386826914148929e-06,2.3557283842388455e-07,0.028947368421052676,0.06421052631578941,0.15982456140350884,1.1588275391956611e-08,2.5406832421216e-09,0.0013204349011588276,5.544194501249691e-10,1
2024-10-31 06:20:19.000663,M1.8,M,17.15,1.750783912747103e-05,1.5376930341261918e-05,2.71974156039705e-06,0.4020675144085628,0.7894977586680083,1.317171347543683,1.0992956146330382e-07,3.160468104591161e-08,0.004628456032719837,6.99840945239703e-09,2
2024-10-31 08:21:51.000663,M2.0,M,30.6,8.665303340149966e-06,7.464930576786763e-06,7.334621684422105e-07,0.022409873335498705,0.05423838908736621,0.23990473097325982,1.9722790274937448e-08,7.799889815645847e-09,0.0022469441036128157,1.4769370597592944e-09,2
2024-10-31 10:40:43.000663,C8.7,C,7.416666666666667,8.685753237900478e-06,7.961260692035412e-06,5.651299363843174e-07,0.04576288346663954,0.08180621646248853,0.2838918700010124,1.8950238582140328e-08,4.602647947681638e-09,0.0023963394683026587,8.952510793001592e-10,1
2024-10-31 11:23:50.000663,M1.1,M,15.716666666666667,1.1342876618950238e-05,1.0394719261176674e-05,1.0044585570192528e-06,0.05146257648143495,0.14416226636493185,0.39074679406587876,3.2038173142467545e-08,9.049348929222935e-09,0.0031288104976141787,1.1679163826403047e-09,2
2024-10-31 14:00:34.000663,M1.1,M,26.283333333333335,1.0770279481935923e-05,9.622854515849238e-06,1.4909748976044612e-06,0.3881147540983606,0.7968579234972679,1.1290983606557377,7.321063394683031e-08,1.6145230692107627e-08,0.0028964792092706203,3.84003635537377e-09,2
2024-10-31 15:06:19.000663,M3.4,M,25.816666666666666,1.4900477164280845e-05,1.3385010655234653e-05,6.505089654738214e-07,0.11253103991278532,0.17715462418993394,0.18030403973108836,6.288343558282178e-08,1.2707739629206528e-08,0.00402888820722563,1.3905930470347736e-09,2
2024-10-31 15:56:57.000663,M1.9,M,11.766666666666667,1.934901158827539e-05,1.5530363455602436e-05,2.4860021313031635e-06,0.4598553455296909,0.7188962499240262,0.3375676168479914,1.8468529879572833e-07,6.4536908410860214e-09,0.004674639400136333,5.657805044308298e-09,2
2024-10-31 18:22:55.000663,M6.8,M,27.4,5.557327880027267e-05,2.6222867650888766e-05,1.5278314697581225e-05,0.39041514041514047,1.1631562881562882,5.756105006105006,2.622131333787779e-07,1.6745909887782765e-07,0.007893083162917518,3.5855487389229315e-09,2
2024-10-31 19:28:10.000663,M3.0,M,21.633333333333333,2.819972733469666e-05,1.995103347849817e-05,5.138248508387361e-06,0.19749433392092663,0.38907076303198185,0.978594812389826,8.270847534651212e-08,5.8754584043490317e-08,0.00600526107702795,2.817541467848069e-09,2
2024-11-01 07:45:56.000663,M3.1,M,14.1,2.979345603271984e-05,1.42613555813727e-05,8.010713261007057e-06,0.09116906886296038,0.14218714253031342,1.5525051475634863,1.791865485117019e-07,7.812012305637154e-08,0.004292668029993183,3.767325607816413e-09,2
2024-11-01 12:49:53.000663,C6.5,C,18.933333333333334,6.138377641445127e-06,5.682281511073065e-06,2.9499348366802567e-07,0.037743451981195615,0.06487575554063132,0.15218267293485574,9.67961826857532e-09,3.5360694935090046e-09,0.0017103667348329927,1.131561008861618e-09,1
2024-11-01 13:39:16.000663,C8.2,C,3.533333333333333,8.194955691888208e-06,7.178906032380136e-06,6.967649759254649e-07,0.17623200162238903,0.2122287568444535,0.06712634354086393,5.265848670756655e-08,-1.3775978879051885e-09,0.002160850715746421,3.431038400363541e-09,1
2024-11-01 15:46:02.000663,M2.2,M,31.416666666666668,1.1317655078391273e-05,8.381695190084405e-06,1.699687856066424e-06,0.042961811722913065,0.09691385435168749,0.4136323268206039,4.2717564189956845e-08,1.712030885611402e-08,0.0025228902522154055,2.5448761645080205e-09,2
2024-11-01 18:21:36.000663,M2.8,M,30.866666666666667,1.447171097477846e-05,1.3239931878967406e-05,9.197934038385533e-07,0.08289862359374026,0.17063666645716813,0.28188046005907863,4.399000227221084e-08,7.441447336075466e-09,0.003985219495569189,1.3315155646443849e-09,2
2024-11-01 20:00:58.000663,M4.8,M,20.6,4.7485344239945465e-05,3.4380816501233114e-05,1.0061889083313359e-05,0.1899003661755939,0.4400919696840672,1.4689602316273525,1.5969097932288097e-07,1.0615808314457112e-07,0.010348625766871167,2.2412261676065337e-09,2
2024-11-01 22:02:08.000663,C9.6,C,6.95,9.606680299931833e-06,8.928103775870931e-06,5.741718953803969e-07,0.08407655146785577,0.173634336677815,0.28223708658491253,2.767552828902518e-08,4.230500528417109e-09,0.0026873592365371504,9.043399227448379e-10,1
2024-11-01 22:59:29.000663,C8.6,C,6.45,8.618268575323791e-06,8.021745284407575e-06,4.2393271943819384e-07,0.04394040049349907,0.06491411217614117,0.15744519312897404,1.7677800499886443e-08,3.996863114052004e-09,0.00241454533060668,9.997727789138733e-10,1
2024-11-01 23:33:33.000663,M1.0,M,3.816666666666667,1.038036809815951e-05,9.455373703197929e-06,8.193011774773056e-07,0.10240639655570068,0.14584454524486803,0.08972091950488187,3.8673028857078e-08,-3.116553453667964e-09,0.0028460674846625764,1.6522218976207478e-09,2
2024-11-02 09:10:55.000663,C6.6,C,17.75,6.348329925017042e-06,5.568439217604576e-06,6.968084361230085e-07,0.03283108643933391,0.09960348929421114,0.3789056304520224,1.7905021586003185e-08,6.604276538123179e-09,0.0016761002044989775,6.543967280163554e-10,1
2024-11-02 13:07:13.000663,M2.2,M,26.533333333333335,2.0737559645535106e-05,1.3801427642917157e-05,4.485780974194114e-06,0.4158538260750105,0.8619315840087923,2.159637312817695,7.952738014087718e-08,5.315398133898429e-08,0.004154229720518064,2.9160039384987652e-09,2
2024-11-02 13:59:52.000663,M2.5,M,24.416666666666668,1.89052488070893e-05,1.4095652528381876e-05,2.845923484854799e-06,0.08408474452019651,0.19272780587933458,0.633311340810791,4.489888661667803e-08,3.19428406131169e-08,0.004242791411042945,3.4310384003635972e-09,2
2024-11-03 08:40:35.000663,M2.3,M,8.95,2.3112474437627814e-05,1.84174943923508e-05,5.2049262845557485e-06,0.9256437861442849,2.413433763006678,3.931966661489879,2.4035446489434233e-07,4.15803794539474e-08,0.00554366581209759,4.440492311467917e-09,2
2024-11-03 09:15:43.000663,M1.2,M,26.733333333333334,1.1897750511247443e-05,1.0419653189663178e-05,2.1390811266744507e-06,0.5182659522649781,1.1321643123883747,1.8043513557395683,8.83435582822086e-08,2.6046758543739096e-08,0.0031363156100886165,4.408089070665733e-09,2
2024-11-03 11:04:34.000663,C6.6,C,10.1,6.526925698704841e-06,6.073877803368459e-06,3.5944990385473573e-07,0.02528883183568678,0.06623876765083433,0.1690629011553273,1.0452169961372442e-08,3.891083410133382e-09,0.0018282372188139061,2.635764598954694e-09,1
2024-11-03 12:05:35.000663,M1.3,M,16.2,1.3029311520109066e-05,1.1277285213795416e-05,1.6877799058508378e-06,0.12457541540438809,0.2877995042687966,0.6582208757917929,4.280845262440352e-08,1.9236083209436583e-08,0.00339446284935242,1.6359918200410026e-09,2
2024-11-03 14:18:45.000663,M2.3,M,25.583333333333332,2.2857532379004774e-05,1.658984480271397e-05,4.745904824891303e-06,0.17567567567567552,0.3574938574938574,1.2877968877968875,8.025448761645069e-08,4.934792738298729e-08,0.004993543285616905,1.558736650761194e-09,2
2024-11-03 18:17:05.000663,C7.7,C,6.4,7.657805044308112e-06,7.031345186574178e-06,3.9961823298858615e-07,0.06317790450631779,0.12590853181259076,0.24287151962428705,1.817768688934326e-08,1.7087488220879178e-09,0.0021164349011588276,8.997955010224986e-10,1
2024-11-03 18:28:47.000663,C9.8,C,11.816666666666666,9.175869120654397e-06,7.552921753663658e-06,7.279578134717815e-07,0.13885464529866642,0.1511823377787739,0.22021741566737646,4.0899795501022635e-08,1.055211598695081e-08,0.002273429447852761,1.0906612133605865e-09,1
2024-11-03 19:00:07.000663,M1.5,M,8.55,1.5064076346284936e-05,1.2065181501335019e-05,2.268837459792348e-06,0.09613656783468112,0.3262353998203056,0.8806828391734054,9.88866166780276e-08,9.675322551381074e-09,0.0036316196319018407,1.967734605771417e-09,2
2024-11-03 20:33:32.000663,M1.1,M,1.2666666666666666,1.2274028629856852e-05,1.1281916447560622e-05,6.198513796795741e-07,0.02970032703730892,0.05579656944537124,0.12013615430821588,1.758691206543977e-08,6.894988957237622e-09,0.003395856850715747,1.177005226084983e-09,2
